Accession,luminal protein estrus,luminal protein 0.5,luminal protein 1.5,luminal protein 2.5,luminal protein so estrus,luminal protein so 0.5,luminal protein so 1.5,luminal protein so 2.5
O08739,21760335.18,10439649.07,25297664.01,30480718.58,21186947.86,15312552.12,35720045.89,30675668.76
Q8R0Y6,10843538.47,4007739.063,10341449.42,11481548.36,17525272.61,13007213.45,18546246.95,6352546.805
P18760,240509607.8,109135787.5,233428428.7,320861297.7,288460933.7,211264146.9,349335089,244368105.4
P12382,11528573.98,4299273.969,13836387.77,18944012.8,17257174.64,12614511.23,16220306.44,17314391.66
B2RQC6,9074990.973,8643383.523,10915845.81,14933421.04,10568299.41,11090915.5,18017756.03,12767402.33
Q7TMY8,6612706.484,2930576.122,6883040.656,12164314.93,7065317.959,9303177.365,13765518.59,8373301.668
Q9D0E1,7856402.938,1354333.75,5216044.164,10335600.52,7748475.766,5172840.328,7805960.219,6713177.781
Q3UW53,13838276.83,7358267.578,20053194.8,29466912.75,16780260.13,17899056.5,32558840.2,27372646.89
Q03401,30653237.19,296464333.3,39921384.47,57123667.84,51306338.05,360059130.6,72704517.63,53575274.58
P00342,4319889.563,96189023.05,7106437.641,3633891.375,5097101.063,164347367,5031149.875,2616336.531
P55264,57083384.77,34072570.63,60634312.98,93880814.89,59807652.6,46445221.66,77196630.88,65457620.14
A0A7N9VSW1,12879373.97,21376925.53,23880104.67,37071768.96,11139895.44,10754679.24,30214102.21,52155881.14
Q9QUI0,18148101.44,10227170.73,14698847.56,26860862.35,26172907.65,17400136.33,30236564.63,20422753.69
P80315,33890361.38,14079160.98,43423679.47,70714669.37,30885818.35,30141154.3,45410560.66,46817852.01
P15105,24938961.89,6811556.035,21920655.89,41756381.88,43297009.2,26576135.81,44700415.08,39470020.53
Q8BJY1,15505284.89,6513127.961,17603304.36,19696318.95,15944114.02,10471106.78,14011696.22,17336308.06
Q9D819,31903448.08,13339832.7,35626580.88,42400710.3,38657294.56,33550878.22,56081688.5,37145920.86
Q19LI2,7831789.648,33368298.93,33556380.23,36782176.56,43771788.17,52459523.66,65915438.09,81036755.68
Q9JIF7,19649841.13,7581790.133,17273361.02,26592247.09,22433004.19,14483845.09,29898148.83,16715076.72
G3UXX3,25633470.32,11672418.48,27745877.77,40734059.91,28336114.42,21896929.19,40639105.86,33826200.34
Q91WQ3,32889426.34,21474483.92,29546851.25,34422012.96,43193720.7,28137387.48,50878930.36,34519411.32
Q99KQ4,8374936.797,5825601.891,10213578.26,9276714.938,12872153.87,8532404.516,12248962.29,6768738.047
P18654,11260876.28,8892354.527,9677185.742,13019554.82,9532313.617,7355584.826,15730542.55,11468610.55
Q3TVK3,15360447.85,8430831.91,17045628.61,23881453.64,25059139.54,14252860.25,24468005.07,19134239.66
P51125,5958047.197,2194607.992,6823466.828,12502079.97,7845403.402,6905916.463,16305868.7,10736301.98
E9QK48,17279088.02,11883058.89,19094382.64,27999869.63,21742490.87,10915775.47,25394074.47,21626590.82
Q9QUR6,23730472.35,34726560.73,17642629.15,31179579.63,22607736.45,22498300.95,27280307.53,22725584.19
P14873,4837420.086,4895535.273,6719340.609,12209625.5,6046865.063,9014401.227,11124388.98,7642007.547
P70296,136352616.1,81260862.48,124458502.2,218084028.1,161369510.9,125063557.4,188826848.4,166097974.8
P68033,74486459.13,34359742.47,92890012.78,129138806.6,91501856.23,72017151.63,186484846.5,133180471.3
Q91ZJ5,49486680.37,21782439.5,35472759.27,55028181.02,58108407.72,45478829.55,50213971.08,38193771.39
A2A513,451739486.8,167755646,300642945.9,1480356545,164267358.9,470324979.5,828127136.3,1303899537
Q5XJY5,18370005.29,11658330.44,21878095.13,34339524.13,22132102.9,24255075.72,36774681.42,24789294.68
P68510,65344076.75,39351295.49,70271959.52,110610804.5,75681683.26,71018785.77,102386619,80698617.43
P28798,5637625.852,7727122.906,7412050.219,11521159.17,10266023.31,11762501.93,13948652.7,9913525.563
Q64514,5008060.281,2288801.002,6098528.188,6221977.406,5746787.734,5782933.391,6519804.516,5517495.406
Q8K183,80852228.48,28225175.94,80252309.34,154060000.4,77885906.7,57013851.56,101097812.6,114437333.2
P62715,46825358.84,23679440.2,125015883.4,110384854.2,62474883.91,53109477.56,82747330.55,95379809.78
Q8BG32,46409683.2,18800650.86,49014144.06,94863494.02,47251159.97,51151383.34,64395405.66,88574754.28
Q9Z2X1,62987251.88,36504431.52,51633208.25,97526574.5,38152618.97,64489444.14,64257326.45,74416255.59
Q8CI51,10590114.44,4451844.406,32976336.48,31078016.13,17383410.69,6849324.797,16883529.34,10912023.19
P01872,47167476.68,27886645.33,64868101.28,100343550.9,68201484.15,97458004.34,177526481.6,117829211
O70400,25051971.43,9244210.145,27299682.3,41791889.2,24640239.56,20689382.38,39689482.89,31068466.88
P03958,16675613.13,8565920.133,10180817.8,10494352.22,16684148.38,11467236.53,10364160.84,8492177.297
Q5SQ27,928969.2031,493290.7969,18927206.83,43381895.58,725881.1563,919967.1953,13061192.19,40537744.67
Q91X52,73386484.78,24278673.39,54421144.61,80963430.22,69688421.69,51899405.83,69716035.03,59870805.44
Q91VI7,67079141.75,38046676.83,58317501.22,97974198.69,66818539.47,52547453.8,100801221,113214698.9
Q01279,7794813.609,5600127.203,8200021.766,6401107.063,7507944.141,9714565.922,12731211.16,9600880.313
Q07076,20635685.01,24870605.41,19932177.95,21487198.09,22269266.38,18857781.98,23429869.44,18573731.08
P56959,19657924.14,10786212.71,20468600.31,37534240.34,18795812.56,17345354.72,37565351.5,22707631.25
P68254,34493023.95,27426260.18,35952804.94,60984270.84,40096289.05,33575712.44,62125014.06,46165478.98
P16045,66902365.11,64730132.32,90618059.23,132607361.3,104631182,107666175.3,130927747.8,123882270.2
B2RU69,8170019.406,216994632.2,9698737.375,14517888.28,15183737.55,224614195.7,20749828.19,15463423.8
Q61129,25838833.94,22050773.8,31747136.44,50363979,36382065.56,47988210.45,66725147.25,54820609.5
Q07797,12528262.86,15386238.06,13066739.25,7239643.273,8410443.875,11382416.45,25789091.78,15490151.78
Q8BH64,75152893.73,47918583.71,95804507.56,84354749.88,96756992.67,81325557.16,83167330.16,78704658.44
E9Q7Q3,23216543.68,11710473.78,29131888.31,49907585.83,25677221.33,25144238.06,43373298.91,35170118.23
P97351,44223212.81,25198448.78,42389195.81,61306185.47,55769526.92,50469712.86,80558483.27,2037013244
Q9JK81,108724737.8,51228697.25,124352909.2,253009983.1,160948695.8,137876828,264509279.3,260889370.7
P08228,223602453.7,96148927.01,252669085.5,468557847.1,249301367.5,209653518.6,378015545.9,373385727.4
P80317,40832561.03,23524796.78,40356724.11,48943737.67,42890487.01,36803235.3,55649892.28,41137726
Q93092,288881674,151727956,396573858.3,589527080,302221212.5,307790755.8,516378048.6,413770586.4
Q61171,45799524.02,19040836.39,41509242.81,83868993.63,52329974,45385880.61,72828391,57524276.02
Q9Z0S1,13596580.64,6936647.336,14578147.13,32974021.76,16510994.7,15455041.09,32775896.81,29216034.48
Q6ZWX6,15958865.45,8136604.992,15501814.72,21949913.94,18954586.06,15091584.03,27222261.69,17432610.92
P05201,38611667.7,22851689.59,54631202.55,103603083.3,48750224.31,63134075.15,119804974.6,104073997.3
Q8BHN3,20683516.36,10731254.36,20354878.51,23587512.66,19992018.8,14728979.19,14398700.23,20691387
E9Q3M3,9572724.469,3649848.813,8616488.73,17057785.34,11675868.64,9546939.719,15246640.63,14035172.06
Q99KJ8,8095190.75,5012456.453,6517376.844,9267897.031,12553470.44,7318372.063,12559770.41,6000252.656
Q9Z2U1,29118127.39,13793423.34,34640524.58,52514772.52,38286703.78,34909868.77,54247505.78,43864939.48
O54990,3390706.914,15544798.41,7135462.211,10812347.56,6341305.582,8051015.07,12491662.55,16205995.72
P62141,19424088.23,8613973.508,20322336.66,32600472.11,22020491.38,18359050.08,42811389.97,26639762.34
Q8BH61,8058828.328,4562668.504,12799780.09,12440315.23,11330796.34,9497361.516,17670902.38,12800665.28
Q9Z0N1,27721571.15,13250085.18,32178682.86,31796678.5,29957764.63,21561269.84,39054805.84,30830522.32
E9QN99,44100742.3,13551932.78,31687683.97,57684199.66,49976513.88,29308253.51,42264854.83,42315969.88
P03953,58448913.81,41719921.22,79652493.81,111089261.5,92506641.74,100919452,170407336.2,118535779
Q9JII6,68885967.34,26356353.09,76733392.86,105529156.2,71383063.77,57120542.39,99917696.09,86995547.3
Q8C3V4,166248822.7,112110305.8,242864481.9,275801420.3,204939568.8,219261920.4,312220325.4,289564064.8
Q9Z1N5,30936312.31,17745906.58,31182399.73,46251692.91,36807204.15,28143664.88,45196655.64,28344764.88
Q61133,13587689.69,4296361.422,9113700.281,13711868.03,10953986.28,5927985.641,7260314.875,6680717.375
P47791,28268368.96,12991154.22,31069428.99,48938682.03,28373756.76,24800881.09,44541687.88,46059118.02
P62192,20023155.05,12478279.66,20954546.84,25935927.98,21594668.57,17471830.81,26953111.22,22155631.84
P27659,27091710.65,14685552.9,21675210.41,30863245.66,29228042.94,25543054.98,30804227.4,23422793.24
P39054,13658997.86,6774053.602,11291841.25,14518274.2,13395872.07,7889708.07,10670681.48,9529114.125
Q01339,29517342.77,16482282.13,39497864.53,57626311.47,37178596.3,40984245.96,58787740.25,52696425.86
E9Q9E1,5090539.621,2459457.008,4793749.299,10323459.37,5429034.666,6416634.733,8404512.808,7720275.902
P46935,10013819.48,9839571.938,11047486.14,17061386.59,9661899.391,23844445.22,17119280.67,11835466.05
Q8R016,28678065.4,11264879.13,24067623.39,40569613.83,27125134.55,25369701.23,31978765.07,30432276
P62242,31523706.05,15480936.85,37519078.93,52309574.02,46245799.33,38533279.86,61497210.47,44981834.21
Q61792,19593149.48,8881355.719,22680754.12,27153472.18,23881492.73,16353902.2,29874271.98,20097162.27
Q9D8N0,40527730.38,28115691.1,36817248.64,48624430.03,58286233.23,38522071.4,62271350.51,33631522.2
P19324,8061949.469,3861938.516,6951762.547,15589926.77,14346785.31,8929401.531,14881453.06,8569097.094
G5E924,10287067.62,4771450.85,10288449.02,21223319.17,9485653.398,7867994.555,15503440.59,11926086.95
Q9Z1F9,11437913.42,4865249.158,12040580.13,19345885.16,14194972.17,12292452.34,14759178.67,14168149.34
Q9R0P5,194681584.5,97632263.94,201878166.6,361236672.1,255642393.2,181824490.3,369936730.4,323738226.3
P97315,102746106.4,51608481.67,153097294.4,201868954,134073831.1,104708948.5,175007398.2,148399721.5
Q3THK7,8352694.275,3420416.406,8672097.926,12793460.06,9010386.381,6625123.898,11496702.88,9987418.969
P12970,39586858.03,19107851.4,35650722.58,54118115.28,44911728.33,34081397.83,63460566.05,41101694.47
Q60973,11844942.08,6653054.953,12323658.33,22216887.94,18084754.38,17894199.8,27980514.33,19921358.98
P39654,14563913.95,10421825.64,20247206.91,22256858.44,20177368.42,21933107.69,21450230.72,15446159.88
P61161,42373876.25,18236888.17,39406030.68,60985708.01,43017906.36,29120536.69,55409347.64,40320683.56
O88544,12315634.72,5297082.324,10376050.91,21256179.72,13612211.67,11559208.41,19041272.41,15177772.08
Q63844,44589198.7,17933630.86,40428955.15,62529785.41,48938301.95,33492964.61,45325840.88,43401953.66
Q99K85,14435561.61,7555815.938,12145257.11,22226101.88,16749508,13016633.31,25592992.86,17993382.91
A0A0A6YXL6,65397331.88,35206312.15,60352261.12,75933919.3,77932495.41,48813439.37,72516706.88,60749019.62
Q99KK7,32323438.91,17473571.52,33920957.76,45405286.3,38471574.64,31573249.38,44624073.19,35491909.73
Q61703,15703484.54,14694776.71,20407200.26,27111190.58,35424383.71,38491201.55,38183573.38,25699709.46
P97494,15370507.89,5596775.438,12716348.13,22215367.59,16130775.77,13234156.84,16412140.39,17153799.75
P70398,3188692.094,1883024.02,3803627.617,6618717.453,4331200.031,3214374.969,6765514.5,4798208.68
P49312,42936641.03,31456977.32,53971148.45,102503029.7,60234899.02,58465969.6,112033502.2,75411618.15
Q99J77,24994843.42,9681629.109,34273954.38,49410461.2,29152060.96,25271274.21,47546176.56,43972869.73
Q61362,326796.9766,8524154.547,1055468.508,713097.5,3642262.594,49556785.61,5065926.688,7266464
P08249,7616419.625,3750179.484,7710402.844,9280663.719,10478924.97,7497878.25,11078121.98,8382839.094
O08997,119073333.9,70072031.06,158596568.4,240930993.1,148488048.8,188537036.8,284664343.5,232824879.5
E9Q555,22576722.15,16626177.47,26635948.05,38718200.17,21207685.69,28285707.83,51375913.68,29757451.45
Q9JLJ2,29388714.11,7893971.063,20779743.33,34636090.81,27950585.09,13154185.89,30592420.69,29191322.61
P26883,32106063.88,41099051.31,42429457.59,64425730.5,57942206.09,53291984.66,117878615,93365085.38
Q91VR5,14355333.66,5701672.438,18281219.09,27540996.72,15036700.77,14690040.94,31519879.38,26850683.14
Q99PT1,94830817.06,37985143.82,109133284.8,198087443.1,92498753.91,91080729.14,197034864.8,165312421.9
Q9ERK4,14538893.26,6099498.475,14933100.16,25034440.02,14594083.4,12168059.6,26279452.19,20190147.66
Q8BKC5,19229240.21,9249550.675,31231706.6,30275860.18,19820669.07,21132027,24803675.56,22378381.62
Q80UG5,13348532.09,5329148.734,13865054.92,20705059.3,14428156.14,10206326.48,19028478.59,12463948.03
P16015,45615202.47,23201003.73,58437808.94,83989448.84,36276086.77,38792547.67,112875176,61286639.88
P62196,10928227.78,3766189.891,12958433.3,12310074.38,13094098.38,7428603.688,11397596.09,9281341.594
P11679,49486279.43,24528626.39,60111623.19,142841894.4,63616802.38,63298869.63,26584809.02,56807128.07
P32921,15060705.1,7133408.578,15651933.72,20043252.53,18930976.89,16042105.25,27570827.31,18600938.93
P47199,9477704.859,6154080.727,10068458.46,18226188.69,14910037.75,7924264.688,14315805.97,12908074.96
Q9JHU9,14925307.4,11758891.14,22021612.5,27857192.09,47102263.25,27846004.44,44036948.81,29185137.16
Q924B0,29049895.16,19885130.38,26969469.67,41832749.31,29359013.63,27937556.22,39787148.03,36725419.41
Q91WT7,37280132.78,26325541.52,32061157.79,46757980.65,36508512.95,26587362.74,44940557.2,43289163.91
Q8BPB5,3361302.422,3106916.727,4635509.984,12339722.41,9701723.891,4154206.664,14556806.06,16923948.44
Q9R1P4,45856675.63,30057580.41,46151883.03,57852792.31,49831960.94,35630406.42,63586870.34,48492597.31
Q62418,8670324.469,5011275.719,8038195.453,9781037.406,8019159.938,8514195.563,10835174.52,6489786.027
Q9EQP2,8000187.406,4224935.703,9843162.297,13674562.09,9935397.172,7775670.766,16523505.88,10354787.02
Q505F5,6526345.016,2894222.75,6640011.973,9651432.313,8747850.605,6846714.836,11087643.77,8904024.305
Q05816,11843445.29,4130061.676,9194153.516,20845475.63,19643691.63,10423904.44,20252792.16,14209841.97
Q9CX34,6434823.727,2912896.875,7330761.453,12160685.41,8083205.375,7700249.547,13361913.44,9399737.66
Q9CQ65,33330384.09,17293352.47,33645449.5,53090771.06,39127080.44,31797001.86,62227553.63,52051748.03
A0A0R4J2B2,26760436.47,8528149.563,25194304.25,58443417.13,22857682.88,20719155.13,37853189.09,35397105.16
P00329,118663205.6,77750737.57,152158743.2,195757367.7,133307091,121411314.2,161627437,153466270.3
P51859,46063929.94,23217767.16,53474695.78,84940942.94,48455029.09,47074215.45,87195750.72,64320523.94
Q3UM45,12076248.78,4332379.18,10201131.5,17933424.16,12835889.03,7889360.969,14042693.2,11744109.31
Q61176,21070775.27,30842216.52,31257761.97,15750015.36,18761950.42,10256919.28,16161524.94,16065607.02
Q5FWK3,17047682.58,8377282.453,21469413.66,28696380.73,20101750.86,15779047.57,28650913.71,21582441.75
Q8VEK3,25454037.92,11739439.24,26249657.3,38442347.38,29300710.47,21106648.14,36133980.41,23763129.13
Q6PDL0,3021854.344,820149.7891,2317084.234,3994698.156,2820915.734,2286137.938,3162750.594,2997465.625
Q61753,5185292.203,1938785.773,6377209.75,10419938.84,7182140.891,6304723.125,14400937.78,9031504.375
P08226,22578755.36,13198142.22,29408478.28,30830773.5,24485017.73,20875383.36,43246421.92,38297090.03
Q9D662,10530344.66,3345810.742,8657913.672,15466136.25,11928213,8116647.438,13546092.81,11682765
Q9D0R2,16263638.14,6849520.268,17843428.7,37522882.03,11151833.4,17989053.39,20126628.05,23939921.55
P11680,4414245.906,3215218.73,5541077.148,8586968.813,8874995.375,9468945.516,14732303.67,10002428.41
Q08879,4990051.625,12607749.59,7436142.422,12508672.28,8494421.648,9434717.453,11573665,14431715.3
O08692,886253.8359,1390877,827308.375,119973.4531,287664.875,92875536.28,331443.25,595864.4375
P97384,10738329.77,38230244.23,11483379.72,16431205.72,13357876.64,51659328.47,17296982.78,12925682.84
O35643,19610367.55,8391697.391,21033949.64,32627479.75,22118271.02,14569824.3,23859813.2,22425830.06
Q8C1B7,11919946.95,3601902.813,11442339.03,21829051.34,12377042.84,8504958.828,22656914.38,14275838.02
Q8VC28,15134402.66,4196531.469,9111160.359,16236892.75,10214252.42,8192677.906,15772277.78,13879388.98
Q640N1,12796839.19,3697310.641,10794023.06,12593487.25,5808215.188,7189364.332,21398868.69,11555545.13
Q6GQT1,4104699.359,2785714.539,1650641.352,2509045.648,3733169.352,2125850.305,4304858.797,2603339.305
O89053,21731079.61,9667127.711,32565460.6,38059318.11,22378457,24657373.31,36199110.28,23102962.19
Q5RKN9,11889903.89,4707063.391,13735431.91,21199190.47,12503878.91,10696766.31,20677440.47,15233711.78
Q9EQH3,20014540.1,8687093.023,24863384.97,38365486.58,23389838.33,21689861.78,31180615.95,34317128.16
O08797,10689647.53,3735108.539,12793022.48,19121529.56,14494784.23,10349127.44,18290179.7,15029224.95
Q62465,9629427.125,3218216.867,9308110.234,16033868.31,8847351.891,5922516.031,11188181.83,7612510.641
Q6NZD2,9216135.047,5108266.523,13978706.61,24968684.75,16191124.63,11186573.47,23036995.13,17840744.95
Q9JKB1,12368962.53,8096861.094,14509777.06,20454542.73,14766981.98,14456487.61,23436065.52,16282770.06
Q8K0C9,110573865.9,58322341.76,76031328.98,145016393,81633476.28,99072512.34,110522310.9,134926009.1
P63005,19128071.11,8450736.688,18575044.31,25002703.11,20312397.8,16423278.78,27260185.31,19024294.56
Q61035,22832820.94,8675293.891,24021090.52,23655149.39,18993798.92,18620984.02,28852306.89,37085033.95
O35350,11578814.49,2731257.391,9136157.344,11850161.41,8835278.055,9150886.664,12184711.25,9579821.734
Q99LX0,71310899.58,34584673.1,65424265.66,107398446.3,79640315.61,63283960.56,104679495.2,87967981.05
P48678,5484592.688,2125486.703,6033514.68,15839141.66,5897456.227,4587292.375,10990093.59,9163477.531
P11247,3001435.828,299419.0469,1136406.563,2138108.875,2634518.539,48097740.73,1764789.938,1411447.359
E9Q912,5223493.797,1321949.141,6297225.984,7198968.813,5765207.406,4822829.797,6200651.703,5590789.938
Q8K3V4,4052227.004,16611413.15,12009944.61,10796519.13,15172837.06,14278828.53,18906336.63,28625360.88
P27612,5220160.422,1381423.977,5902819.461,9089397.281,5614492.469,4821486.688,8160696.469,6034936.188
Q9D154,31799043.64,17966896.07,42034396.05,47815169.83,44191193.67,26398930.87,66623171.94,43809209.41
Q91YI0,20215951.79,6839322.223,13437648.84,22639136.9,23728099.41,16968726.54,18925813.7,18416714.49
P26638,19975088.42,9082467.953,15047800.73,19960607.5,21876402.22,14966940.88,18691620.53,15456537.48
P07309,278223059.7,168843832.2,369093295.4,619764224,358518670.9,443891193.8,678826139.2,558560630
